lang,sentence_id,token_idx,expert_id
eng_Latn,0,0,60
eng_Latn,0,1,49
eng_Latn,0,2,26
eng_Latn,1,0,60
eng_Latn,1,1,24
eng_Latn,1,2,54
eng_Latn,1,3,1
eng_Latn,1,4,1
eng_Latn,1,5,1
eng_Latn,1,6,40
eng_Latn,1,7,62
eng_Latn,1,8,37
eng_Latn,1,9,60
bul_Cyrl,2,0,60
bul_Cyrl,2,1,13
bul_Cyrl,2,2,13
bul_Cyrl,2,3,13
bul_Cyrl,2,4,13
bul_Cyrl,2,5,13
bul_Cyrl,2,6,13
bul_Cyrl,2,7,13
bul_Cyrl,2,8,13
bul_Cyrl,2,9,13
bul_Cyrl,2,10,13
bul_Cyrl,2,11,13
bul_Cyrl,2,12,13
bul_Cyrl,2,13,13
bul_Cyrl,2,14,13
bul_Cyrl,2,15,13
bul_Cyrl,2,16,13
bul_Cyrl,2,17,13
bul_Cyrl,2,18,13
bul_Cyrl,2,19,13
bul_Cyrl,2,20,13
bul_Cyrl,2,21,13
eng_Latn,3,0,60
eng_Latn,3,1,9
eng_Latn,3,2,38
eng_Latn,3,3,15
eng_Latn,3,4,56
eng_Latn,3,5,63
eng_Latn,3,6,63
eng_Latn,3,7,37
eng_Latn,3,8,49
eng_Latn,3,9,63
eng_Latn,3,10,37
eng_Latn,4,0,60
eng_Latn,4,1,22
eng_Latn,4,2,22
eng_Latn,4,3,49
eng_Latn,4,4,34
eng_Latn,5,0,60
eng_Latn,5,1,57
eng_Latn,5,2,33
eng_Latn,5,3,19
eng_Latn,5,4,33
eng_Latn,5,5,52
eng_Latn,5,6,49
eng_Latn,6,0,60
eng_Latn,6,1,7
eng_Latn,6,2,19
eng_Latn,6,3,34
eng_Latn,6,4,9
eng_Latn,6,5,22
eng_Latn,6,6,42
eng_Latn,6,7,27
eng_Latn,6,8,13
eng_Latn,6,9,27
eng_Latn,6,10,7
eng_Latn,6,11,49
eng_Latn,7,0,60
eng_Latn,7,1,17
eng_Latn,7,2,17
eng_Latn,7,3,20
eng_Latn,7,4,51
eng_Latn,8,0,60
eng_Latn,8,1,16
eng_Latn,8,2,53
eng_Latn,8,3,52
eng_Latn,8,4,63
eng_Latn,8,5,63
eng_Latn,8,6,14
eng_Latn,8,7,1
eng_Latn,8,8,1
eng_Latn,8,9,52
bul_Cyrl,9,0,60
bul_Cyrl,9,1,13
bul_Cyrl,9,2,13
bul_Cyrl,9,3,13
bul_Cyrl,9,4,13
bul_Cyrl,9,5,13
bul_Cyrl,9,6,13
bul_Cyrl,9,7,13
bul_Cyrl,9,8,13
bul_Cyrl,9,9,13
bul_Cyrl,9,10,13
bul_Cyrl,9,11,13
bul_Cyrl,9,12,13
bul_Cyrl,9,13,13
bul_Cyrl,9,14,13
bul_Cyrl,9,15,13
bul_Cyrl,9,16,13
bul_Cyrl,9,17,13
bul_Cyrl,9,18,13
bul_Cyrl,9,19,13
bul_Cyrl,9,20,13
bul_Cyrl,9,21,13
bul_Cyrl,9,22,13
bul_Cyrl,9,23,13
bul_Cyrl,9,24,13
bul_Cyrl,9,25,13
bul_Cyrl,9,26,13
bul_Cyrl,9,27,13
eng_Latn,10,0,60
eng_Latn,10,1,4
eng_Latn,10,2,18
eng_Latn,10,3,56
eng_Latn,10,4,53
eng_Latn,10,5,49
eng_Latn,10,6,53
eng_Latn,10,7,52
eng_Latn,10,8,49
bul_Cyrl,11,0,60
bul_Cyrl,11,1,13
bul_Cyrl,11,2,13
bul_Cyrl,11,3,13
bul_Cyrl,11,4,13
bul_Cyrl,11,5,13
bul_Cyrl,11,6,13
bul_Cyrl,11,7,13
bul_Cyrl,11,8,13
bul_Cyrl,11,9,13
bul_Cyrl,11,10,13
bul_Cyrl,11,11,13
bul_Cyrl,11,12,13
bul_Cyrl,11,13,13
bul_Cyrl,11,14,13
bul_Cyrl,11,15,13
bul_Cyrl,11,16,13
bul_Cyrl,11,17,13
bul_Cyrl,11,18,13
bul_Cyrl,11,19,13
eng_Latn,12,0,60
eng_Latn,12,1,19
eng_Latn,12,2,21
eng_Latn,12,3,5
eng_Latn,12,4,59
eng_Latn,12,5,46
eng_Latn,12,6,19
eng_Latn,12,7,21
eng_Latn,13,0,60
eng_Latn,13,1,29
eng_Latn,13,2,54
eng_Latn,13,3,18
eng_Latn,13,4,0
eng_Latn,13,5,17
eng_Latn,13,6,20
eng_Latn,13,7,24
eng_Latn,13,8,7
eng_Latn,14,0,60
eng_Latn,14,1,22
eng_Latn,14,2,22
eng_Latn,14,3,22
eng_Latn,14,4,42
eng_Latn,14,5,29
eng_Latn,14,6,34
eng_Latn,14,7,9
eng_Latn,14,8,22
eng_Latn,14,9,51
bul_Cyrl,15,0,60
bul_Cyrl,15,1,47
bul_Cyrl,15,2,46
bul_Cyrl,15,3,60
bul_Cyrl,15,4,13
bul_Cyrl,15,5,13
bul_Cyrl,15,6,13
bul_Cyrl,15,7,13
bul_Cyrl,15,8,13
bul_Cyrl,15,9,47
bul_Cyrl,15,10,13
bul_Cyrl,15,11,13
bul_Cyrl,15,12,13
bul_Cyrl,15,13,13
bul_Cyrl,15,14,13
bul_Cyrl,15,15,13
bul_Cyrl,15,16,13
bul_Cyrl,15,17,13
bul_Cyrl,15,18,13
bul_Cyrl,15,19,13
bul_Cyrl,15,20,13
bul_Cyrl,15,21,52
eng_Latn,16,0,60
eng_Latn,16,1,57
eng_Latn,16,2,45
eng_Latn,16,3,46
eng_Latn,16,4,17
eng_Latn,16,5,56
eng_Latn,16,6,35
eng_Latn,16,7,35
eng_Latn,16,8,34
eng_Latn,17,0,60
eng_Latn,17,1,57
eng_Latn,17,2,35
eng_Latn,17,3,9
eng_Latn,17,4,56
eng_Latn,17,5,42
eng_Latn,17,6,12
eng_Latn,17,7,37
eng_Latn,17,8,19
eng_Latn,17,9,40
eng_Latn,17,10,47
eng_Latn,17,11,47
eng_Latn,17,12,49
eng_Latn,17,13,15
eng_Latn,18,0,60
eng_Latn,18,1,19
eng_Latn,18,2,13
eng_Latn,18,3,54
eng_Latn,18,4,19
eng_Latn,18,5,13
eng_Latn,19,0,60
eng_Latn,19,1,42
eng_Latn,19,2,38
eng_Latn,19,3,18
eng_Latn,19,4,16
eng_Latn,19,5,33
eng_Latn,19,6,33
bul_Cyrl,20,0,60
bul_Cyrl,20,1,13
bul_Cyrl,20,2,13
bul_Cyrl,20,3,13
bul_Cyrl,20,4,13
eng_Latn,21,0,60
eng_Latn,21,1,35
eng_Latn,21,2,63
eng_Latn,21,3,63
eng_Latn,21,4,63
eng_Latn,21,5,24
eng_Latn,21,6,37
bul_Cyrl,22,0,60
bul_Cyrl,22,1,13
bul_Cyrl,22,2,13
bul_Cyrl,22,3,13
bul_Cyrl,22,4,13
bul_Cyrl,22,5,13
bul_Cyrl,22,6,13
bul_Cyrl,22,7,13
bul_Cyrl,22,8,13
bul_Cyrl,22,9,13
bul_Cyrl,22,10,13
bul_Cyrl,22,11,13
bul_Cyrl,22,12,13
bul_Cyrl,22,13,58
bul_Cyrl,22,14,13
bul_Cyrl,22,15,13
bul_Cyrl,22,16,13
bul_Cyrl,22,17,13
bul_Cyrl,22,18,13
bul_Cyrl,22,19,13
eng_Latn,23,0,60
eng_Latn,23,1,20
eng_Latn,23,2,19
eng_Latn,23,3,33
bul_Cyrl,24,0,60
bul_Cyrl,24,1,13
