lang,sentence_id,token_idx,expert_id
jpn_Jpan,0,0,60
jpn_Jpan,0,1,13
jpn_Jpan,0,2,19
jpn_Jpan,0,3,13
jpn_Jpan,0,4,13
jpn_Jpan,0,5,47
jpn_Jpan,0,6,19
jpn_Jpan,0,7,47
jpn_Jpan,0,8,7
jpn_Jpan,0,9,13
jpn_Jpan,0,10,1
jpn_Jpan,0,11,13
jpn_Jpan,0,12,13
jpn_Jpan,0,13,13
jpn_Jpan,0,14,13
jpn_Jpan,0,15,39
jpn_Jpan,0,16,13
jpn_Jpan,0,17,13
jpn_Jpan,0,18,47
jpn_Jpan,0,19,13
jpn_Jpan,0,20,19
jpn_Jpan,0,21,13
jpn_Jpan,0,22,19
jpn_Jpan,0,23,13
jpn_Jpan,0,24,13
jpn_Jpan,0,25,13
jpn_Jpan,0,26,24
jpn_Jpan,0,27,13
jpn_Jpan,0,28,34
jpn_Jpan,1,0,60
jpn_Jpan,1,1,47
jpn_Jpan,1,2,36
jpn_Jpan,1,3,24
jpn_Jpan,1,4,19
jpn_Jpan,1,5,19
jpn_Jpan,1,6,13
jpn_Jpan,1,7,6
jpn_Jpan,1,8,61
jpn_Jpan,1,9,36
jpn_Jpan,1,10,6
jpn_Jpan,1,11,24
jpn_Jpan,1,12,6
jpn_Jpan,1,13,24
jpn_Jpan,1,14,47
jpn_Jpan,1,15,13
jpn_Jpan,1,16,13
jpn_Jpan,1,17,13
jpn_Jpan,1,18,13
jpn_Jpan,1,19,34
jpn_Jpan,2,0,60
jpn_Jpan,2,1,47
jpn_Jpan,2,2,13
jpn_Jpan,2,3,13
jpn_Jpan,2,4,24
jpn_Jpan,2,5,24
jpn_Jpan,2,6,13
jpn_Jpan,2,7,51
jpn_Jpan,2,8,13
jpn_Jpan,2,9,13
jpn_Jpan,2,10,19
jpn_Jpan,2,11,13
jpn_Jpan,2,12,24
jpn_Jpan,2,13,13
jpn_Jpan,2,14,13
jpn_Jpan,2,15,13
jpn_Jpan,2,16,9
jpn_Jpan,2,17,51
jpn_Jpan,2,18,9
jpn_Jpan,2,19,51
jpn_Jpan,2,20,9
jpn_Jpan,2,21,51
jpn_Jpan,2,22,9
jpn_Jpan,2,23,51
jpn_Jpan,2,24,9
jpn_Jpan,2,25,51
jpn_Jpan,2,26,9
jpn_Jpan,2,27,36
jpn_Jpan,2,28,9
jpn_Jpan,2,29,36
jpn_Jpan,2,30,9
jpn_Jpan,2,31,36
jpn_Jpan,2,32,9
jpn_Jpan,2,33,36
jpn_Jpan,2,34,9
jpn_Jpan,2,35,36
jpn_Jpan,3,0,60
jpn_Jpan,3,1,19
jpn_Jpan,3,2,8
jpn_Jpan,3,3,24
jpn_Jpan,3,4,61
jpn_Jpan,3,5,47
jpn_Jpan,3,6,27
jpn_Jpan,4,0,60
jpn_Jpan,4,1,13
jpn_Jpan,4,2,13
jpn_Jpan,4,3,47
jpn_Jpan,4,4,13
jpn_Jpan,4,5,36
jpn_Jpan,4,6,61
jpn_Jpan,4,7,13
jpn_Jpan,4,8,24
jpn_Jpan,4,9,24
jpn_Jpan,4,10,13
jpn_Jpan,4,11,19
jpn_Jpan,4,12,13
jpn_Jpan,4,13,13
jpn_Jpan,4,14,34
jpn_Jpan,4,15,24
jpn_Jpan,4,16,13
jpn_Jpan,4,17,19
jpn_Jpan,4,18,13
jpn_Jpan,4,19,24
jpn_Jpan,4,20,19
jpn_Jpan,4,21,13
jpn_Jpan,4,22,13
jpn_Jpan,4,23,34
jpn_Jpan,4,24,24
jpn_Jpan,4,25,13
jpn_Jpan,4,26,34
jpn_Jpan,4,27,13
jpn_Jpan,4,28,51
jpn_Jpan,4,29,39
jpn_Jpan,4,30,13
jpn_Jpan,4,31,34
eng_Latn,5,0,60
eng_Latn,5,1,33
eng_Latn,5,2,33
eng_Latn,5,3,33
eng_Latn,5,4,33
eng_Latn,5,5,33
eng_Latn,5,6,18
eng_Latn,5,7,18
eng_Latn,5,8,16
eng_Latn,6,0,60
eng_Latn,6,1,57
eng_Latn,6,2,38
eng_Latn,6,3,38
eng_Latn,6,4,19
eng_Latn,6,5,15
eng_Latn,6,6,17
eng_Latn,6,7,8
eng_Latn,6,8,16
eng_Latn,7,0,60
eng_Latn,7,1,22
eng_Latn,7,2,49
eng_Latn,7,3,16
eng_Latn,7,4,38
eng_Latn,7,5,16
eng_Latn,7,6,53
eng_Latn,7,7,19
eng_Latn,8,0,60
eng_Latn,8,1,48
eng_Latn,8,2,41
eng_Latn,8,3,4
eng_Latn,9,0,60
eng_Latn,9,1,11
eng_Latn,9,2,13
eng_Latn,9,3,52
eng_Latn,9,4,13
