lang,sentence_id,token_idx,expert_id
eng_Latn,0,0,60
eng_Latn,0,1,18
eng_Latn,0,2,56
eng_Latn,0,3,56
eng_Latn,0,4,16
eng_Latn,0,5,20
eng_Latn,0,6,51
eng_Latn,1,0,60
eng_Latn,1,1,38
eng_Latn,1,2,33
eng_Latn,1,3,33
eng_Latn,1,4,33
eng_Latn,1,5,33
eng_Latn,1,6,24
eng_Latn,1,7,33
eng_Latn,2,0,60
eng_Latn,2,1,6
eng_Latn,2,2,8
eng_Latn,2,3,8
eng_Latn,2,4,20
eng_Latn,2,5,16
eng_Latn,2,6,54
eng_Latn,2,7,51
bul_Cyrl,3,0,60
bul_Cyrl,3,1,13
bul_Cyrl,3,2,13
bul_Cyrl,3,3,13
bul_Cyrl,3,4,13
bul_Cyrl,3,5,13
bul_Cyrl,3,6,13
bul_Cyrl,3,7,13
bul_Cyrl,3,8,13
bul_Cyrl,3,9,12
bul_Cyrl,3,10,52
eng_Latn,4,0,60
eng_Latn,4,1,9
eng_Latn,4,2,38
eng_Latn,4,3,57
eng_Latn,4,4,56
eng_Latn,4,5,56
eng_Latn,4,6,53
eng_Latn,4,7,37
eng_Latn,4,8,51
eng_Latn,4,9,51
eng_Latn,4,10,18
eng_Latn,4,11,16
eng_Latn,5,0,60
eng_Latn,5,1,16
eng_Latn,5,2,17
eng_Latn,5,3,4
eng_Latn,5,4,52
eng_Latn,5,5,34
eng_Latn,6,0,60
eng_Latn,6,1,16
eng_Latn,6,2,35
eng_Latn,6,3,57
eng_Latn,6,4,49
eng_Latn,7,0,60
eng_Latn,7,1,54
eng_Latn,7,2,10
eng_Latn,7,3,34
eng_Latn,8,0,60
eng_Latn,8,1,57
eng_Latn,8,2,16
eng_Latn,8,3,35
eng_Latn,8,4,57
eng_Latn,8,5,51
eng_Latn,9,0,60
eng_Latn,9,1,15
eng_Latn,9,2,23
eng_Latn,9,3,48
eng_Latn,9,4,56
eng_Latn,9,5,16
eng_Latn,9,6,54
eng_Latn,9,7,63
eng_Latn,10,0,60
eng_Latn,10,1,9
eng_Latn,10,2,22
eng_Latn,10,3,15
eng_Latn,10,4,63
eng_Latn,10,5,18
eng_Latn,10,6,18
eng_Latn,10,7,63
eng_Latn,10,8,37
eng_Latn,11,0,60
eng_Latn,11,1,40
eng_Latn,11,2,61
eng_Latn,11,3,15
eng_Latn,11,4,8
eng_Latn,11,5,20
eng_Latn,11,6,8
eng_Latn,11,7,57
eng_Latn,11,8,8
eng_Latn,12,0,60
eng_Latn,12,1,52
eng_Latn,12,2,1
eng_Latn,12,3,52
eng_Latn,12,4,52
eng_Latn,12,5,47
eng_Latn,12,6,19
eng_Latn,12,7,63
eng_Latn,13,0,60
eng_Latn,13,1,61
eng_Latn,13,2,50
eng_Latn,13,3,18
eng_Latn,13,4,21
eng_Latn,13,5,31
eng_Latn,13,6,21
eng_Latn,13,7,53
eng_Latn,13,8,63
eng_Latn,14,0,60
eng_Latn,14,1,52
eng_Latn,14,2,15
eng_Latn,14,3,3
eng_Latn,14,4,3
eng_Latn,14,5,19
eng_Latn,14,6,15
eng_Latn,15,0,60
eng_Latn,15,1,19
eng_Latn,15,2,49
eng_Latn,15,3,27
eng_Latn,15,4,49
eng_Latn,15,5,9
eng_Latn,15,6,37
eng_Latn,15,7,48
eng_Latn,15,8,48
eng_Latn,15,9,9
eng_Latn,15,10,0
eng_Latn,15,11,17
eng_Latn,15,12,53
eng_Latn,15,13,59
eng_Latn,15,14,16
eng_Latn,16,0,60
eng_Latn,16,1,19
eng_Latn,16,2,19
eng_Latn,16,3,15
eng_Latn,16,4,16
eng_Latn,16,5,33
eng_Latn,16,6,33
eng_Latn,16,7,33
bul_Cyrl,17,0,60
bul_Cyrl,17,1,13
bul_Cyrl,17,2,13
bul_Cyrl,17,3,13
bul_Cyrl,17,4,13
bul_Cyrl,17,5,13
bul_Cyrl,17,6,13
bul_Cyrl,17,7,13
bul_Cyrl,17,8,19
bul_Cyrl,17,9,13
bul_Cyrl,17,10,13
bul_Cyrl,17,11,13
bul_Cyrl,17,12,13
bul_Cyrl,17,13,13
bul_Cyrl,17,14,19
bul_Cyrl,17,15,13
bul_Cyrl,17,16,47
bul_Cyrl,17,17,13
bul_Cyrl,17,18,13
bul_Cyrl,17,19,13
bul_Cyrl,17,20,13
bul_Cyrl,17,21,13
bul_Cyrl,17,22,13
bul_Cyrl,17,23,13
bul_Cyrl,17,24,13
bul_Cyrl,17,25,1
bul_Cyrl,17,26,13
bul_Cyrl,17,27,13
bul_Cyrl,17,28,13
bul_Cyrl,17,29,13
eng_Latn,18,0,60
eng_Latn,18,1,52
eng_Latn,18,2,14
eng_Latn,18,3,49
eng_Latn,18,4,56
eng_Latn,18,5,49
eng_Latn,18,6,49
eng_Latn,19,0,60
eng_Latn,19,1,15
eng_Latn,19,2,56
eng_Latn,19,3,63
eng_Latn,19,4,41
eng_Latn,19,5,63
bul_Cyrl,20,0,60
bul_Cyrl,20,1,13
bul_Cyrl,20,2,13
bul_Cyrl,20,3,13
bul_Cyrl,20,4,13
bul_Cyrl,20,5,13
bul_Cyrl,20,6,13
bul_Cyrl,20,7,13
bul_Cyrl,20,8,13
bul_Cyrl,20,9,13
bul_Cyrl,20,10,13
bul_Cyrl,20,11,13
bul_Cyrl,20,12,13
bul_Cyrl,20,13,13
bul_Cyrl,20,14,13
bul_Cyrl,20,15,13
bul_Cyrl,20,16,13
bul_Cyrl,20,17,13
bul_Cyrl,20,18,19
bul_Cyrl,20,19,13
eng_Latn,21,0,60
eng_Latn,21,1,54
eng_Latn,21,2,50
eng_Latn,21,3,16
eng_Latn,21,4,20
eng_Latn,21,5,38
eng_Latn,21,6,47
eng_Latn,22,0,60
eng_Latn,22,1,19
eng_Latn,22,2,49
eng_Latn,22,3,53
eng_Latn,22,4,53
eng_Latn,22,5,1
eng_Latn,22,6,1
eng_Latn,22,7,52
eng_Latn,23,0,60
eng_Latn,23,1,63
eng_Latn,23,2,37
eng_Latn,23,3,52
eng_Latn,24,0,60
eng_Latn,24,1,35
eng_Latn,24,2,57
eng_Latn,24,3,45
eng_Latn,24,4,10
eng_Latn,24,5,16
eng_Latn,24,6,2
eng_Latn,24,7,54
eng_Latn,24,8,9
eng_Latn,24,9,54
eng_Latn,24,10,22
eng_Latn,24,11,51
eng_Latn,24,12,51
eng_Latn,25,0,60
eng_Latn,25,1,56
eng_Latn,25,2,24
eng_Latn,25,3,19
eng_Latn,25,4,40
eng_Latn,25,5,49
eng_Latn,25,6,12
eng_Latn,25,7,22
eng_Latn,25,8,40
eng_Latn,25,9,15
eng_Latn,25,10,48
eng_Latn,25,11,59
eng_Latn,25,12,51
eng_Latn,26,0,60
eng_Latn,26,1,61
eng_Latn,26,2,1
eng_Latn,26,3,33
eng_Latn,26,4,24
eng_Latn,26,5,15
eng_Latn,26,6,16
bul_Cyrl,27,0,60
bul_Cyrl,27,1,13
